UniProt Acc	Sequence Name (Gene)
P91494	T23H2.3
P91496	T23H2.4
O61951	T24A6.1
O61950	T24A6.2
O61938	T24A6.5
O61936	T24A6.7
O61939	T24A6.8
O61941	T24A6.10
O61942	T24A6.11
O61944	T24A6.13
O61952	T24A6.16
O61953	T24A6.17
Q9TXS7	T24A6.19
Q965J1	T24A6.20
Q9TZ33	T24C4.1
Q9TZ37	T24C4.2
Q9TZ36	T24C4.3
Q9TZ35	T24C4.4
Q9TZ34	T24C4.5
Q2WF59	T24C4.6
Q2WF59	T24C4.6
B9ZSG9	T24C4.7
Q22722	T24C12.1
Q22721	T24C12.3
Q22723	T24C12.4
Q22741	T24D8.1
Q22742	T24D8.6
Q22729	T24D11.1
O44885	T24E12.1
O44884	T24E12.2
O44882	T24E12.3
Q965K6	T24E12.5
O44878	T24E12.6
A9D7R4	T24E12.6
O44880	T24E12.9
O44881	T24E12.10
O44883	T24E12.11
Q22749	T24G10.2
Q22758	T24H7.2
Q22757	T24H7.3
Q22756	T24H7.4
Q7JPE3	T24H7.5
Q10463	T24H7.5
Q7JPE4	T24H7.5
B1GRK8	T25B2.1
B1GRK9	T25B2.2
B1GRL0	T25B2.2
B3KM01	T25B2.2
Q22764	T25B6.1
Q22763	T25B6.2
Q22762	T25B6.3
Q22759	T25B6.4
Q22760	T25B6.5
Q22761	T25B6.6
Q22779	T25D1.1
Q22778	T25D1.2
Q22777	T25D1.3
O76606	T25D3.2
Q965I8	T25D3.3
Q965I9	T25D3.4
Q10017	T25D10.1
Q22780	T25D10.2
A8WFH3	T25D10.2
Q10019	T25D10.4
Q8IFY9	T25D10.5
Q10014	T25E4.1
Q10015	T25E4.2
Q23051	T25F10.1
Q23046	T25F10.3
Q23048	T25F10.4
Q23050	T25F10.6
Q6A723	T25F10.6
Q22788	T25G12.1
Q22787	T25G12.2
Q22784	T25G12.3
Q22781	T25G12.5
Q22783	T25G12.6
Q8T3C3	T25G12.11
Q22801	T26A5.2
Q8IFY8	T26A5.2
Q22797	T26A5.4
Q95Q98	T26A5.5
Q95Q98	T26A5.5
Q22794	T26A5.6
Q22798	T26A5.8
Q22806	T26A8.1
Q22804	T26A8.2
Q22803	T26A8.3
Q22805	T26A8.4
Q22807	T26C11.2
Q22808	T26C11.3
Q22809	T26C11.4
O61856	T26C12.1
O61857	T26C12.2
O61858	T26C12.3
O17273	T27A1.2
O17272	T27A1.3
O17274	T27A1.4
P91503	T27A3.1
Q8MNR5	T27A3.1
Q86NB7	T27A3.1
Q86NB6	T27A3.1
Q86NB8	T27A3.1
P91502	T27A3.2
P91497	T27A3.4
P91498	T27A3.5
P91500	T27A3.6
P91501	T27A3.7
Q22821	T27A10.2
Q22819	T27A10.5
Q22822	T27A10.6
Q22824	T27A10.7
Q22829	T27B1.2
O16663	T27B7.2
O16661	T27B7.3
O16665	T27B7.6
B7E2K1	T27B7.6
O16666	T27B7.7
O61906	T27C4.1
O61904	T27C4.2
A4GZK9	T27C10.1
Q9TZM1	T27C10.2
Q9TZM2	T27C10.3
Q9TZM5	T27C10.4
Q8IA53	T27C10.7
Q23056	T27E4.1
Q23052	T27E4.4
Q23053	T27E4.5
Q23054	T27E4.6
Q23055	T27E4.7
Q9GYK4	T27F7.1
Q9GYK6	T27F7.2
Q967F3	T27F7.2
Q8T3C2	T27F7.2
Q967F1	T27F7.3
P91523	T28A11.2
A5HU97	T28A11.2
P91521	T28A11.3
P91520	T28A11.4
P91518	T28A11.5
P91514	T28A11.6
P91513	T28A11.7
P91508	T28A11.13
P91511	T28A11.15
P91512	T28A11.16
P91515	T28A11.17
P91516	T28A11.18
P91517	T28A11.19
P91519	T28A11.20
P91522	T28A11.21
Q968Y7	T28B4.1
Q968Y8	T28B4.1
Q6A590	T28B4.1
O17343	T28B4.2
O17345	T28B4.3
O17346	T28B4.4
O16698	T28C12.1
O16697	T28C12.2
O16696	T28C12.3
Q4LDP0	T28C12.4
O16695	T28C12.4
O16694	T28C12.5
O16699	T28C12.6
Q10020	T28D9.1
Q10022	T28D9.3
Q6AHQ7	T28D9.3
Q6AHQ6	T28D9.3
A8WFI4	T28D9.3
B3GWA2	T28D9.3
Q10023	T28D9.4
A8WFI3	T28D9.4
Q10025	T28D9.7
Q10026	T28D9.9
Q10027	T28D9.11
O01660	T28F2.1
O01659	T28F2.2
O01658	T28F2.4
Q6A599	T28F2.4
O01664	T28F2.7
Q9N5D4	T28F12.1
Q23061	T28H11.7
Q23063	T28H11.8
Q9TYU2	VC5.1
Q9TYU4	VC5.2
Q23068	W01A11.1
Q23067	W01A11.2
Q23066	W01A11.5
Q23070	W01A11.7
O61215	W01B11.1
O45016	W01B11.2
O45012	W01B11.3
O45017	W01B11.6
Q9GYG6	W01C8.1
Q9GYG8	W01C8.3
Q9GYG7	W01C8.4
Q8IFX5	W01C8.4
Q9GYG5	W01C8.5
A7LPD0	W01C8.5
O02045	W01H2.2
Q09340	W02B3.3
Q09341	W02B3.4
Q09342	W02B3.5
Q09640	W02B3.6
Q09343	W02B3.7
P91526	W02C12.1
A8WFN1	W02C12.2
P91527	W02C12.3
Q95ZK5	W02C12.3
Q86MJ5	W02C12.3
Q86MJ4	W02C12.3
Q86MJ3	W02C12.3
Q86MJ2	W02C12.3
Q86MJ1	W02C12.3
Q5TYL0	W02C12.3
O01816	W02D3.1
O01815	W02D3.2
O01810	W02D3.4
Q7Z151	W02D3.10
Q7Z150	W02D3.10
Q9BIB7	W02D3.11
Q8MQG5	W02D3.11
Q8MQG6	W02D3.12
Q4W528	W02D7.2
O17524	W02D7.3
O17525	W02D7.4
O17526	W02D7.5
O17527	W02D7.6
O17529	W02D7.8
O17531	W02D7.9
Q960A6	W02D7.10
Q8MQH0	W02D7.11
O45145	W02F12.2
O45146	W02F12.3
B7E2K5	W02F12.4
B7E2K3	W02F12.4
B7E2K4	W02F12.4
O45148	W02F12.5
O45149	W02F12.6
O61899	W02G9.2
O61900	W02G9.3
O61901	W02G9.4
O61903	W02G9.5
Q9N5C5	W02H5.1
Q9N5C8	W02H5.2
Q7KX58	W02H5.4
Q9N5D2	W02H5.5
Q9N5D0	W02H5.7
Q9N5C4	W02H5.8
Q7KX59	W02H5.9
A0FLQ6	W03A3.2
Q23136	W03A5.1
Q23135	W03A5.2
Q23138	W03A5.4
Q23139	W03A5.5
Q23140	W03A5.6
Q23143	W03B1.1
Q23141	W03B1.2
Q23142	W03B1.3
O45885	W03B1.5
B6EU57	W03B1.7
O45884	W03B1.8
O45886	W03B1.9
O02121	W03D2.2
O02118	W03D2.6
O02119	W03D2.7
O02122	W03D2.9
O45004	W03D8.1
O61214	W03D8.3
Q1XFY6	W03D8.5
O45002	W03D8.7
O45003	W03D8.8
O45006	W03D8.9
O45005	W03D8.10
O44570	W03F8.2
O44568	W03F8.3
O44566	W03F8.4
O44567	W03F8.6
A7DT39	W03F8.6
A1IMC0	W03F8.9
Q7YZM5	W03F8.10
O16999	W03F9.1
O16998	W03F9.2
Q9TXS2	W03F9.2
O16996	W03F9.3
O16992	W03F9.4
O16995	W03F9.9
O16997	W03F9.10
O01780	W03F11.1
O01778	W03F11.3
O01777	W03F11.4
B3KLZ8	W03F11.5
Q9BIC1	W03F11.6
Q9BIC0	W03F11.6
Q86NJ4	W03F11.6
Q86NJ3	W03F11.6
Q9UAY5	W03G1.2
Q9UAY0	W03G1.5
A7WK47	W03G1.6
A7WK48	W03G1.6
Q9UAY6	W03G1.8
O44749	W03G9.2
O44748	W03G9.3
O44751	W03G9.5
O44754	W03G9.7
Q9UA59	W04B5.1
Q9UA60	W04B5.2
Q9UA61	W04B5.3
Q8WSM4	W04B5.3
Q8ITW2	W04B5.3
Q9UA63	W04B5.4
Q9UA62	W04B5.5
Q9UA58	W04B5.6
Q9TZE0	W04C9.2
Q9TZE2	W04C9.3
Q9TZE4	W04C9.4
Q9TZE3	W04C9.5
Q9TZE1	W04C9.6
Q23154	W04D12.1
O44852	W04H10.1
O44851	W04H10.2
O44853	W04H10.4
Q9TYW8	W05E7.2
Q9TYT9	W05F2.2
Q9TYT8	W05F2.3
Q1XFX9	W05F2.4
Q1XFY0	W05F2.4
Q9TYT6	W05F2.5
Q9TYT7	W05F2.6
Q9TYU0	W05F2.7
O61211	W05G11.2
O44903	W05G11.4
O44905	W05G11.5
O44906	W05G11.6
Q8ITY2	W05G11.6
Q8ITY1	W05G11.6
Q8ITY0	W05G11.6
O02176	W05H7.1
O02172	W05H7.2
O02173	W05H7.3
O02174	W05H7.4
Q8MPS9	W05H7.4
Q58AT8	W05H7.4
Q86MJ0	W05H7.4
Q58AT7	W05H7.4
Q23179	W05H9.1
Q23178	W05H9.2
Q23177	W05H9.3
Q86MI9	W05H9.4
Q23183	W06A11.1
Q23181	W06A11.2
Q23182	W06A11.3
Q23180	W06A11.4
Q23196	W06B4.1
Q23195	W06B4.2
Q23194	W06B4.3
Q23192	W06B11.1
Q23190	W06B11.3
Q23206	W06E11.1
Q23202	W06E11.4
Q9N5C0	W06H8.2
Q9N5C1	W06H8.4
Q9N5B5	W06H8.6
O16289	W07B8.1
O16286	W07B8.3
O16288	W07B8.4
Q9TYV5	W07E6.1
Q9TYV3	W07E6.2
Q9TYV2	W07E6.3
Q9TYV4	W07E6.5
O01619	W08A12.1
Q95ZK4	W08A12.1
Q8WQB9	W08A12.1
O01620	W08A12.2
O01621	W08A12.3
O01622	W08A12.4
Q9N5A8	W08E12.1
Q9N5B0	W08E12.2
Q9N5B1	W08E12.3
Q9N2L6	W08E12.4
Q9N2L6	W08E12.5
Q9N5B2	W08E12.6
Q9N5B3	W08E12.7
Q9N5B4	W08E12.8
A5A8N8	W08E12.8
Q9N5A9	W08E12.9
O02114	W08F4.1
O02111	W08F4.2
O02109	W08F4.3
O02105	W08F4.5
O02106	W08F4.6
O02107	W08F4.7
O02108	W08F4.8
Q336L8	W08F4.8
O02110	W08F4.9
O02112	W08F4.10
O02113	W08F4.11
Q8WQH4	W08F4.12
Q9GZI7	W09B6.3
B9DF68	W09B6.4
B9DF69	W09B6.4
Q9GZI4	W09B6.5
Q9N5A5	W09B7.1
Q9N5A6	W09B7.2
Q9N5A7	W09B7.3
Q3S1L3	W09C3.1
P91531	W09C3.2
P91530	W09C3.3
P91529	W09C3.4
O02658	W09C3.6
P91532	W09C3.7
Q3S1L4	W09C3.8
O16638	W09G10.3
O16641	W09G10.5
O16642	W09G10.6
O45197	W09G12.6
O45198	W09G12.7
O45199	W09G12.8
O45200	W09G12.9
Q9N5A3	W10C4.1
O45009	W10C8.1
O45008	W10C8.3
O45010	W10C8.4
Q86GV4	W10C8.4
O45011	W10C8.5
O17284	W10D9.1
O17283	W10D9.2
C0Z1Y1	W10D9.3
O17286	W10D9.4
O17287	W10D9.5
O44922	W10G11.1
O44921	W10G11.2
O44920	W10G11.3
O44919	W10G11.4
O44916	W10G11.5
O44915	W10G11.6
O44912	W10G11.7
O61212	W10G11.11
O44910	W10G11.12
O44911	W10G11.13
O44913	W10G11.14
O44914	W10G11.15
O44917	W10G11.16
O44918	W10G11.17
O44923	W10G11.19
Q965K5	W10G11.20
Q9N479	Y1B5A.1
Q9N4T6	Y4C6A.1
Q8MXU2	Y4C6A.2
Q8MXU1	Y4C6A.2
A1IMB9	Y4C6A.2
A1IMB8	Y4C6A.2
Q9N4T7	Y4C6A.3
Q8MXU0	Y4C6A.4
Q9UB01	Y4C6B.1
Q9UAZ9	Y4C6B.2
Q7YZG4	Y4C6B.2
Q9UAZ8	Y4C6B.3
Q8ITV2	Y4C6B.4
Q8ITV1	Y4C6B.4
Q9UAZ6	Y4C6B.5
Q9UB00	Y4C6B.6
Q7YZG3	Y4C6B.7
Q9N4R3	Y5H2A.1
Q966A2	Y5H2A.2
Q966A0	Y5H2B.1
Q9N4Q9	Y5H2B.3
Q9N4Q8	Y5H2B.4
Q9N4Q5	Y5H2B.5
Q9N4Q4	Y5H2B.6
Q966A1	Y5H2B.7
Q8WTM6	Y6D11A.2
Q9TYK4	Y8A9A.2
Q9TYK6	Y8A9A.3
Q9TYK7	Y8A9A.4
Q9TYK5	Y8A9A.5
O44886	Y8G1A.1
Q2MGE9	Y8G1A.1
Q9N2S5	Y9C9A.1
Q9N2S9	Y9C9A.5
Q9N2T3	Y9C9A.8
Q9N2T1	Y9C9A.12
Q9N2S4	Y9C9A.13
Q9N2S2	Y9C9A.15
Q9N2S1	Y9C9A.16
Q9N2T7	Y9C9A.17
Q9N4P4	Y9C12A.1
Q9TYK9	Y9D1A.1
Q9TYK8	Y9D1A.2
Q9N581	Y13C8A.1
Q7KX53	Y13C8A.2
Q966E1	Y14H12A.1
Q9TYP7	Y14H12B.1
Q8ITV5	Y14H12B.1
Q9TYP8	Y14H12B.2
Q9N487	Y16E11A.1
O17306	Y16E11A.2
Q9N486	Y17G9A.2
Q9N485	Y17G9A.3
Q9N484	Y17G9A.4
Q9N572	Y17G9B.1
Q9N573	Y17G9B.2
Q9N574	Y17G9B.3
Q9N579	Y17G9B.4
Q9N580	Y17G9B.5
D0G909	Y17G9B.7
Q9N576	Y17G9B.8
Q9N575	Y17G9B.9
Q9BL95	Y18H1A.1
Q9BL93	Y18H1A.2
Q9BL92	Y18H1A.3
Q9BL94	Y18H1A.4
Q9BL91	Y18H1A.7
Q9BL87	Y18H1A.8
Q9BL88	Y18H1A.9
Q9BL96	Y18H1A.10
Q8IU09	Y18H1A.11
Q966D0	Y19D10A.1
Q9UAT9	Y19D10A.2
Q9UAT5	Y19D10A.4
Q9UAT4	Y19D10A.5
Q966D9	Y19D10A.6
Q966E0	Y19D10A.7
Q7Z2C3	Y19D10A.8
O44596	Y19D10A.9
Q966D8	Y19D10A.10
Q966D7	Y19D10A.11
Q966D6	Y19D10A.12
Q9UAU0	Y19D10A.13
Q966C9	Y19D10B.1
Q9N571	Y19D10B.2
Q9N570	Y19D10B.3
Q9N569	Y19D10B.4
Q966C8	Y19D10B.5
Q9N566	Y19D10B.6
Q9N565	Y19D10B.7
Q95XA8	Y20F4.2
Q95XA9	Y20F4.3
Q95XA7	Y20F4.4
Q95XA4	Y20F4.5
Q965P3	Y22D7AL.1
Q965P6	Y22D7AL.2
Q965P7	Y22D7AL.3
Q965P9	Y22D7AL.4
Q965Q5	Y22D7AL.7
Q965Q2	Y22D7AL.9
Q965Q1	Y22D7AL.10
Q965P8	Y22D7AL.11
Q965P5	Y22D7AL.12
Q965P4	Y22D7AL.13
Q965P2	Y22D7AL.14
Q965P1	Y22D7AL.15
Q965P0	Y22D7AL.16
Q9BKX2	Y22D7AR.2
Q9BKY1	Y22D7AR.3
A3KFD3	Y22D7AR.5
Q9BKX8	Y22D7AR.6
Q9BKX7	Y22D7AR.7
Q9BKX6	Y22D7AR.9
Q9BKX4	Y22D7AR.10
Q9BKX3	Y22D7AR.11
Q9BKX0	Y22D7AR.12
Q86MI8	Y22D7AR.14
Q9N564	Y23B4A.1
Q9N563	Y23B4A.2
O76617	Y23H5A.2
O76616	Y23H5A.3
O76615	Y23H5A.4
Q9N471	Y23H5B.1
Q9N473	Y23H5B.2
Q9N475	Y23H5B.3
Q9N476	Y23H5B.4
Q9N477	Y23H5B.5
Q9N478	Y23H5B.6
Q965Y3	Y23H5B.7
Q8TA49	Y23H5B.7
Q86S71	Y23H5B.7
Q9N474	Y23H5B.8
Q9N472	Y23H5B.9
Q9N554	Y24D9A.1
Q8WTN0	Y24D9A.1
Q966C5	Y24D9A.2
Q9N558	Y24D9A.5
Q9N556	Y24D9A.6
Q9N555	Y24D9A.7
Q966C7	Y24D9A.8
Q8T876	Y24D9A.8
Q9TYQ2	Y24D9B.1
Q9TYL0	Y25C1A.1
Q9TYL1	Y25C1A.2
Q9TYL3	Y25C1A.3
Q9TYL4	Y25C1A.4
Q9TYL9	Y25C1A.5
Q9TYM3	Y25C1A.6
Q2Z1N7	Y25C1A.7
Q9TYM1	Y25C1A.7
Q2Z1N6	Y25C1A.7
Q9TYM0	Y25C1A.8
Q8ITV3	Y25C1A.8
Q9TYL2	Y25C1A.13
A3KFC9	Y27F2A.5
Q9N548	Y27F2A.6
Q86MI6	Y27F2A.8
Q6AW17	Y27F2A.9
Q9BPM5	Y32G9A.2
Q9BPM8	Y32G9A.3
Q9BPN1	Y32G9A.5
Q9BPN3	Y32G9A.6
Q9BPN5	Y32G9A.8
Q9BPM7	Y32G9A.10
Q8MXQ6	Y32G9A.11
Q965Y2	Y32G9B.1
D1P8J6	Y32G9B.1
D1P8J7	Y32G9B.1
Q9N539	Y32H12A.1
C2BR93	Y32H12A.2
C2BR94	Y32H12A.2
Q9N537	Y32H12A.4
Q9N536	Y32H12A.5
Q9N535	Y32H12A.6
Q9N534	Y32H12A.7
Q9N533	Y32H12A.8
Q8IAB1	Y32H12A.9
A7DT33	Y34B4A.2
Q9N468	Y34B4A.4
Q86MI5	Y34B4A.4
Q95Y27	Y34B4A.5
Q95Y29	Y34B4A.6
Q9N470	Y34B4A.7
Q9N467	Y34B4A.8
C5NU64	Y34B4A.8
Q95Y28	Y34B4A.9
Q8WSP0	Y34B4A.10
Q9BL86	Y34D9A.1
Q9N452	Y34D9A.2
Q2Z1P1	Y34D9A.3
Q9N456	Y34D9A.6
Q9N457	Y34D9A.7
Q9N455	Y34D9A.8
A4UVM2	Y34D9A.8
Q9BL83	Y34D9A.10
Q6AW11	Y34D9A.11
Q9GR66	Y34F4.1
A8W7W0	Y34F4.1
Q9GR68	Y34F4.2
A8W7V8	Y34F4.2
Q9GR67	Y34F4.3
Q95XC3	Y34F4.4
Q95XC2	Y34F4.5
Q9BKT3	Y35H6.1
Q9BKT4	Y35H6.3
Q9BKQ4	Y37B11A.1
Q9BKQ3	Y37B11A.2
Q9BKQ2	Y37B11A.3
Q9BKU9	Y37E3.1
Q9GR61	Y37E3.3
Q9BKU8	Y37E3.4
Q2V076	Y37E3.5
Q2V075	Y37E3.5
Q9BKU5	Y37E3.8
Q9BKU6	Y37E3.8
Q9BKU3	Y37E3.10
Q9BKU2	Y37E3.11
A9D2X7	Y37E3.11
Q9BKU0	Y37E3.13
Q8IA95	Y37E3.16
Q9BKT7	Y37E3.17
Q6AW03	Y37E3.17
Q9N441	Y37E11AL.1
Q9N443	Y37E11AL.2
Q9N444	Y37E11AL.3
Q86FM4	Y37E11AL.3
Q9N449	Y37E11AL.4
Q9N451	Y37E11AL.5
Q9N448	Y37E11AL.6
Q965Y0	Y37E11AL.8
Q9N442	Y37E11AL.9
Q9N437	Y37E11AM.1
Q9N439	Y37E11AM.2
Q8WTM5	Y37E11AM.3
Q965X4	Y37E11AR.1
Q965X6	Y37E11AR.2
Q965X9	Y37E11AR.3
Q965X8	Y37E11AR.3
Q8MXT4	Y37E11AR.3
Q965X7	Y37E11AR.4
Q965X5	Y37E11AR.5
Q86FM3	Y37E11AR.7
Q9TYN5	Y37E11B.1
Q7YZW9	Y37E11B.1
Q9TYN6	Y37E11B.2
Q9TYN4	Y37E11B.3
Q9TYN2	Y37E11B.5
Q9TYN1	Y37E11B.6
Q9TYN0	Y37E11B.7
Q9TYM9	Y37E11B.9
Q9TYM8	Y37E11B.10
Q86FM2	Y37E11B.10
Q86FM1	Y37E11B.10
Q95XA0	Y37F4.1
Q95XA1	Y37F4.2
Q95XA3	Y37F4.3
Q95XA2	Y37F4.4
Q75KS2	Y37F4.5
A4GZJ4	Y37F4.6
Q75KS1	Y37F4.7
Q9UAX6	Y38A10A.2
Q9UAX8	Y38A10A.4
Q9UAX9	Y38A10A.6
Q95X11	Y38A10A.7
Q8MXT3	Y38C1AA.1
Q8MXT2	Y38C1AA.1
Q86FM5	Y38C1AA.1
A7WK40	Y38C1AA.1
Q9N426	Y38C1AA.3
A7WK39	Y38C1AA.3
Q9N429	Y38C1AA.5
Q688Z8	Y38C1AA.5
A7WK38	Y38C1AA.5
Q9N430	Y38C1AA.6
Q9N431	Y38C1AA.7
Q9N433	Y38C1AA.8
Q9N432	Y38C1AA.9
Q8MXT1	Y38C1AA.11
Q86FM6	Y38C1AA.12
Q9N2M0	Y38C1AB.1
Q9N2K9	Y38C1AB.2
Q9N2L3	Y38C1AB.3
Q9N531	Y38C1AB.4
Q9N2M0	Y38C1AB.5
Q9N2K9	Y38C1AB.6
Q9N2L3	Y38C1AB.7
Q9N529	Y38C1BA.1
Q9UAZ3	Y38C9A.1
Q9N525	Y38C9B.1
Q9N526	Y38C9B.2
Q9N524	Y38C9B.3
Q9N419	Y38F2AL.1
Q9N423	Y38F2AL.2
Q9N418	Y38F2AL.5
Q8WTM4	Y38F2AL.6
Q95XS0	Y38F2AR.1
Q95XS1	Y38F2AR.2
Q95XS3	Y38F2AR.3
Q60F70	Y38F2AR.5
Q95XS6	Y38F2AR.6
Q18NR5	Y38F2AR.7
Q95XS2	Y38F2AR.9
Q95XR9	Y38F2AR.10
A0A9S2	Y38F2AR.12
Q86FM9	Y38F2AR.12
Q86FM8	Y38F2AR.13
Q9N522	Y39A3A.2
Q9N521	Y39A3A.3
Q9N520	Y39A3A.4
Q9N516	Y39A3B.1
Q9N517	Y39A3B.2
Q9N518	Y39A3B.3
Q9N515	Y39A3B.5
Q59E84	Y39A3B.5
Q9N412	Y39A3CL.1
Q9N416	Y39A3CL.3
Q965X3	Y39A3CL.4
Q965X2	Y39A3CL.4
Q965X1	Y39A3CL.7
Q65XX5	Y39A3CL.7
C7GIK2	Y39A3CR.3
Q9N409	Y39A3CR.5
Q9N410	Y39A3CR.6
C7GIK4	Y39A3CR.8
C7GIK5	Y39A3CR.8
Q8MXE3	Y39D8A.1
Q8MXE2	Y39D8A.1
Q8MXE1	Y39D8A.1
Q7KNQ5	Y39D8A.1
Q60F74	Y39D8B.1
Q9N511	Y39D8B.3
Q9TYP0	Y39F10A.1
Q9TYN9	Y39F10A.2
Q9TYN8	Y39F10A.3
B2FD95	Y39F10B.1
B2FD96	Y39F10B.1
Q9TYM7	Y39F10C.1
Q9N402	Y39G10AL.1
Q95XP9	Y39G10AR.2
Q6AW07	Y39G10AR.3
Q95XQ4	Y39G10AR.5
Q86S61	Y39G10AR.6
Q95XQ9	Y39G10AR.7
Q95XR0	Y39G10AR.8
Q95XR4	Y39G10AR.10
Q95XR6	Y39G10AR.11
Q95XR5	Y39G10AR.12
Q8WSN6	Y39G10AR.12
Q95XQ7	Y39G10AR.15
Q95XQ6	Y39G10AR.16
Q95XQ1	Y39G10AR.17
Q6AW06	Y39G10AR.18
Q6AW05	Y39G10AR.18
Q95XR1	Y39G10AR.20
Q95XR2	Y39G10AR.21
Q8WSN5	Y39G10AR.22
Q9N3Z1	Y39H10A.1
Q9N3Z2	Y39H10A.2
Q9N3Z9	Y39H10A.4
Q9N3Z7	Y39H10A.5
Q965W8	Y39H10A.6
Q8IU10	Y40A1A.1
Q8IU11	Y40A1A.2
Q86N74	Y40A1A.3
Q965W1	Y40B10A.1
Q3LFN1	Y40B10A.1
Q965W3	Y40B10A.2
Q965W7	Y40B10A.3
Q965W6	Y40B10A.4
Q965W5	Y40B10A.5
Q965W4	Y40B10A.6
Q8WTM3	Y40B10A.7
Q965W0	Y40B10A.9
Q9UAX2	Y40B10B.1
Q9N3Z0	Y40C5A.1
D0G913	Y40C5A.3
D0G914	Y40C5A.3
Q9N3Y7	Y40C5A.4
Q8WTM2	Y40C5A.4
Q9N506	Y40C7B.1
Q9N507	Y40C7B.3
Q9N509	Y40C7B.4
Q9N505	Y40C7B.5
O76726	Y40D12A.1
Q8I931	Y40D12A.1
O76725	Y40D12A.2
Q95Y21	Y41D4A.1
Q8WTM1	Y41D4A.3
Q95Y24	Y41D4A.4
Q95Y26	Y41D4A.5
Q95Y25	Y41D4A.6
Q95Y23	Y41D4A.7
Q95Y20	Y41D4A.8
Q95Y02	Y41D4B.1
Q8WSN7	Y41D4B.4
Q95Y06	Y41D4B.6
Q95Y11	Y41D4B.11
Q95Y12	Y41D4B.12
Q95Y12	Y41D4B.12
Q95Y14	Y41D4B.14
Q95Y16	Y41D4B.15
Q95Y17	Y41D4B.16
Q95Y18	Y41D4B.17
C2BR95	Y41D4B.18
Q95Y08	Y41D4B.20
Q95Y05	Y41D4B.21
A2V8C4	Y41D4B.24
Q8WSN8	Y41D4B.26
Q9N500	Y41G9A.2
Q9N501	Y41G9A.3
Q9N502	Y41G9A.4
B7CED5	Y41G9A.4
B7CED7	Y41G9A.4
Q9N503	Y41G9A.5
B7CED6	Y41G9A.5
Q9N4Z8	Y41G9A.6
Q9N4Z2	Y42G9A.1
Q9N4Z4	Y42G9A.2
Q9N4Z5	Y42G9A.3
Q86DD0	Y42G9A.3
Q9N4Z7	Y42G9A.4
Q65XX9	Y42G9A.4
Q65XX8	Y42G9A.4
Q65XY0	Y42G9A.4
Q9N4Z3	Y42G9A.6
A0A9R9	Y42G9A.6
Q9N3Y1	Y42H9AR.1
Q9N3Y5	Y42H9AR.2
Q9N3Y4	Y42H9AR.3
Q9N3Y3	Y42H9AR.4
Q95XZ8	Y42H9AR.5
Q9N3X7	Y42H9B.3
Q965V6	Y43B11AL.1
Q9N3X4	Y43B11AR.1
Q9N3X3	Y43B11AR.3
Q8IAA7	Y43H11AL.1
Q95XZ6	Y43H11AL.2
Q9TXZ1	Y44E3A.1
Q86S15	Y44E3A.1
Q9TXY8	Y44E3A.3
Q6A573	Y44E3A.4
Q8ITV7	Y44E3A.6
Q8ITV6	Y44E3A.6
O76709	Y44E3B.1
Q965I4	Y44E3B.1
O76708	Y44E3B.2
Q8WTL9	Y45G5AL.1
Q8WTM0	Y45G5AL.1
Q9GUI6	Y45G5AM.2
Q9GUI8	Y45G5AM.3
Q9GUJ1	Y45G5AM.5
Q9GUJ2	Y45G5AM.6
Q95XJ5	Y45G5AM.7
Q95XJ4	Y45G5AM.8
Q9GUI5	Y45G5AM.9
Q86N73	Y45G5AM.9
Q9N4Y8	Y45G12B.1
Q86S76	Y45G12B.1
Q86S77	Y45G12B.1
Q9N4Y9	Y45G12B.2
Q9N4Y9	Y45G12B.2
Q9N4Z0	Y45G12B.3
Q9N4X7	Y45G12C.1
Q9N2L0	Y45G12C.3
Q9N4Y2	Y45G12C.4
Q9UAU9	Y45G12C.5
Q9N4Y4	Y45G12C.6
Q9UAU5	Y45G12C.7
A4UZ32	Y45G12C.8
Q9N4Y6	Y45G12C.9
Q9N4Y5	Y45G12C.10
Q9N4Y1	Y45G12C.11
Q9N4X2	Y46B2A.1
Q9N4X4	Y46B2A.2
Q9N4X3	Y46B2A.3
Q9N3W2	Y46C8AL.1
Q9N3W8	Y46C8AL.2
Q9N3X0	Y46C8AL.3
Q9N3W9	Y46C8AL.4
Q9N3W5	Y46C8AL.5
Q9N3W1	Y46C8AL.8
D3KZG7	Y46C8AL.9
D3KZG7	Y46C8AL.9
D3KZG7	Y46C8AL.9
Q9N3V9	Y46C8AR.1
Q9N4X0	Y46D2A.1
Q9N4X1	Y46D2A.2
Q9N4W9	Y46D2A.3
Q9N3V7	Y46E12A.2
Q9N3V8	Y46E12A.3
Q965N9	Y46E12BL.1
Q965N8	Y46E12BL.2
Q965N7	Y46E12BL.3
Q965N6	Y46E12BL.4
Q965N5	Y46E12BR.1
Q9N4W8	Y46H3A.1
Q5KQP8	Y46H3A.1
Y46H3A.4	Y46H3A.4
Y46H3A.5	Y46H3A.5
Q9N4W4	Y46H3B.1
Q9N4W5	Y46H3B.2
Q9N4W3	Y46H3C.4
Q9N4W2	Y46H3C.5
Q9N4W1	Y46H3C.6
Q7KX43	Y46H3C.7
Q966B2	Y46H3D.1
Q966B5	Y46H3D.4
Q966B8	Y46H3D.6
Q966B7	Y46H3D.7
Q966B6	Y46H3D.8
Q9BKR2	Y47A7.1
Q9BKR3	Y47A7.2
Q965V5	Y47C4A.1
Q9N3V0	Y47D7A.2
Q95XZ3	Y47D7A.3
