CBRGID	CELEID
A8WM61	P34670
A8X8X6	Q22317
A8WR65	O76663
A8X7Y1	Q09473
A8WMZ1	Q9XU41
A8XT83	Q18218
A8X9S3	Q9BL45
A8XSJ0	Q5CZ45
B6IFE2	Q19879
A8XH87	Q9XUJ2
A8Y4D1	Q7YWV7
A8WU82	H2KYV1
P35074	P16356
Q17298	P24612
A8WMC0	P41933
A8X6X1	O16245
A8XDJ8	P34706
A8XEB6	P91128
A8XEQ3	P91425
A8X2Q1	Q2A953
A8WR81	Q9N5A8
A8Y0B6	O18230
A8X281	Q95Y35
A8XX64	P42171
A8XNE7	Q10925
A8XJU1	Q23509
A8XEV3	Q965W3
A8XSZ5	Q21830
G2J6E4	P91253
A8XT41	Q95ZI6
H8WH67	Q19913
A8XXZ9	Q9NET4
A8XSG5	Q9XX28
A8WVI1	O62342
A8WVI1	Q22694
A8WVI1	Q7YTH0
A8WMU6	D0FK02
A8WS98	Q9XWS2
A8WRE2	O44511
A8WM91	Q22687
A8XBE6	P91262
A8WWL8	Q93233
A8XPP6	Q9GYP1
A8Y129	Q95QL2
A8XYI3	Q9XUK2
A8XRY2	O17127
A8XRY2	O17129
A8XRY2	Q966A0
A8WZD6	Q9U1X3
A8WZD6	O45603
A8WZD6	Q9N575
A8XCY0	O45309
A8XCY0	G5EF94
H8WGV8	Q22426
A8Y018	O17091
A8Y018	O17089
A8X0F8	A5Z2W0
A8WLE4	P91820
A8X9J0	O16213
A8X2Q9	O61900
A8WP77	Q22020
A8WYA4	Q20246
A8XA29	P34560
A8XF45	P34673
A8X5T8	Q20199
A8WT97	G5EGP4
A8X9Z9	Q21199
A8XFC5	Q23431
A8XWH6	P91860
A8X2E7	Q9TXK7
A8XLW1	Q95ZW2
A8Y0B1	Q8I4C4
A8Y1V1	Q9N582
A8XNE1	O02039
A8XNE1	Q21401
A8WWK8	Q93351
A8WWK8	G5EBJ0
A8XBP3	Q9TZZ9
A8XBP3	Q94285
A8XEM5	P10567
A8WSW1	G5EG59
A8X7C9	B1GRJ8
A8WM59	P34325
A8WSF2	Q22751
A8WJ57	Q93654
A8XI70	O45143
A8XI71	O45144
A8WQ43	Q94300
A8XDW7	Q17625
A8XUX9	O16761
E3CTY8	Q20330
A8WZ57	Q9BL94
A8X5T2	Q95Q41
A8Y3L8	P34460
A8XST4	Q22139
A8Y4F0	Q5FC47
A8XYA5	Q9NAB0
Q60YT5	Q9U3C8
A8XFV0	O02639
A8XS92	G5EE04
A8WVM9	Q9GYK0
A8XCL3	Q09228
A8XZ32	Q18428
A8Y486	Q20014
A8XB68	O18039
A8XB68	O45450
A8XB68	G5EEU8
A8Y2X0	Q95QK3
A8Y2X1	Q95QK3
A8WU98	O01902
A8X3Q5	O02109
A8XKU0	H2KZ74
A8XLU3	H2L0S8
A8XEJ2	O61793
A8XFL8	P90868
H8WHA2	P34552
A8WXY5	Q564S3
A8Y1Z0	G5EC89
A8WZV2	Q4W5P1
A8XY25	O16264
A8WUX1	Q95XU1
A8X9G8	Q27873
A8XAI2	Q86MG7
A8XQ73	Q19559
A8XG23	Q9GYS2
A8XES9	Q9N5G5
Q620W3	Q09263
B6IHL0	Q0PDK5
A8X1X2	Q9N5G0
A8X1X2	O44908
A8X1X2	G5EDM6
A8X1X2	O44909
A8X1X5	Q9N5G0
A8X1X5	O44908
A8X1X5	G5EDM6
A8X1X5	O44909
A8WP30	G5ECL6
A8WP30	Q27501
A8X5M8	Q9NA28
A8X5M8	O18125
A8XHC8	Q9XWU3
A8XHD2	Q9XWU3
A8WR83	O44179
A8WSL6	P52879
A8WWQ4	P36609
A8X618	Q21228
A8X124	Q7JL05
A8XNK9	P17140
A8Y1G0	Q965V4
A8Y2J6	O01736
A8WUV1	Q9XVS3
A8XIF5	Q22038
A8XNB5	Q93782
A8XDA9	Q22899
A8XDA9	Q22898
A8XDA9	O16719
A8XHP9	Q9N5M6
A8XHP9	Q09312
A8WTQ1	Q9N5M6
A8WTQ1	Q09312
A8WQX0	O62460
A8XD19	G5EBP6
A8X9P1	O18095
A8XGG0	O01515
A8WIV6	Q9U2G5
A8WR19	Q23445
A8X193	Q19414
A8XMS1	O18283
A8X4J1	Q20201
A8XVK8	O17608
A8XTB4	P34683
A8WVX0	Q9TXI3
A8XKK8	Q18862
A8XZK6	O62247
A8XZH2	Q20310
A8XC59	Q20143
A8XAC5	Q9XVX8
Q611C8	P48583
A8WJT1	Q9XV37
A8WJT0	Q9XV37
A8WJS7	Q9XV37
A8XBV3	O45722
A8XBV3	H2KZ41
A8WQ31	O61946
A8X0A7	O62258
A8WSL8	Q19174
A8WYZ2	Q17993
A8WSR4	Q21438
A8X0J9	Q19618
A8WN57	P54812
A8WUQ1	Q23520
A8X9K8	Q09260
A8X0V6	Q20964
A8WMZ9	Q9XUF4
A8XL88	Q03206
A8XL35	Q95XZ1
Q9GZ03	P10038
Q61CX7	P92186
Q61Z40	Q23570
A8XYD2	Q9XVA0
A8WPA7	Q22706
A8XZ72	Q9XXJ1
P90726	Q8MXS1
A8WXK7	G5EBP0
A8WMK4	Q18938
A8WUG1	Q09297
A8WJ59	Q7YX26
A8WPG6	Q27539
A8XEI9	O61790
A8X5X8	Q19858
A8XC31	Q17891
A8WSF6	G5EGT4
A8XGW3	Q05062
A8XS32	O44584
A8WT24	Q9NAQ4
A8XNB2	Q93780
A8XZC1	Q95QS3
A8Y478	Q7JLI4
A8WR37	Q966C5
A8WR37	Q8MXK5
A8WR37	Q93368
A8XD12	Q58AA1
A8XD12	Q58AA0
A8WL01	P91245
A8XCE8	A5PEX5
A8WWB5	H2KZH1
A8WUH1	Q19259
A8XH63	O02089
A8X0V7	Q20968
A8XRF1	O45097
A8XDL4	Q19120
A8X0C0	Q9GRZ3
A8X500	Q93310
A8WVB8	Q9U2K6
A8XJ99	Q22723
A8XQX9	Q20140
A8XJD6	Q20678
A8XII8	Q2HQL2
A8X0A2	Q9XWU1
A8X8E3	Q9U3H0
A8Y0P4	Q20590
Q17295	P22980
A8XWB7	Q9NA26
A8WTN4	Q21857
A8WTN4	D6R8W8
A8WTN4	Q21858
A8WTN4	Q21859
A8WTP2	Q21857
A8WTP2	D6R8W8
A8WTP2	Q21858
A8WTP2	Q21859
A8WTW4	Q18311
A8X391	P34483
A8X797	O45765
A8Y4S7	Q19520
A8XWT3	H2L025
A8XFV9	P91361
A8WQ08	Q9N5J1
A8Y0Q2	O01256
A8WUQ4	Q9U2K7
B6IF72	Q17476
A8XL62	Q95QT4
A8Y2G4	Q9TYQ0
A8XYB4	Q9XW03
P0C5E6	Q9U1W2
A8WQK5	O16929
A8X5F0	A5Z2X3
A8X5F0	G5EG98
A8X5F0	O45839
A8XGI4	Q17651
A8XGI4	Q18976
A8WZG5	D2YW06
A8WW18	O01431
A8X7H8	O16364
A8XAX3	O16980
A8WUI5	Q19075
A8XBM3	O45115
A8WIV4	Q86GB7
A8WZG0	Q19531
A8WVC8	Q9XW63
A8XEN6	G5EEU3
A8WTL3	Q23665
A8WU17	Q23633
A8X147	Q21589
A8Y459	B6EU65
A8XLI9	Q10010
A8XNI6	Q18328
A8XCJ4	Q4TTB5
A8XZD7	P46506
A8XJK6	Q22821
A8XW55	Q11183
A8XVJ4	Q18761
A8XFI8	Q7JNG1
A8XZW1	Q23312
B6ILY5	Q18811
A8Y416	Q7YTR4
A8Y1P6	Q9GUM1
A8Y2T6	Q9N304
A8X7K8	H8W3X2
A8X7K8	O16430
A8XWC5	Q9U396
A8XWC5	O44886
A8XYQ5	Q9XVA7
A8XYQ5	Q7JKU8
A8WRJ9	Q09607
A8WSR3	Q22833
A8WMB3	Q20437
A8X5R7	P36608
A8XQS8	G5EBV3
A8XZ18	O62488
A8XWF8	P52013
A8XNS4	Q19022
A8XJL5	Q21945
A8XJC7	Q22904
A8XMA1	Q21465
A8X9R8	Q9N2Y1
A8XLZ9	Q02328
A8XNZ8	Q22600
A8X8X7	Q9XVU6
A8XTD6	Q86ME1
A8XS72	Q9XXD2
A8WRF2	H2KYW5
A8WQK6	O16318
A8WUG5	H2KZL7
A8WSN1	P52018
A8X5X2	O76561
A8WY10	Q21635
A8XKG7	G5ECY0
A8WYC5	Q5FC49
A8XNZ0	Q11071
A8Y1F6	Q17595
A8Y4P2	Q17763
A8XIX8	Q9N370
Q61YZ4	Q18169
Q60ZS1	Q18412
A8XMH1	Q9UA63
G2J663	Q9U1Q8
A8XG85	Q9XVN6
A8XG85	Q9GYS6
A8XG85	Q20395
A8XUK9	Q23290
A8WNV8	O16443
A8WY38	P52009
A8XK45	E5QCE7
A8WSG6	Q20118
A8WKU3	Q93638
A8WS96	Q7JLI8
A8X146	Q21596
A8WL08	Q9N3U2
A8XRF2	O45098
A8WTI2	Q9XVY1
A8X682	Q9N437
A8XVY9	P91239
A8X070	Q9U335
Q60XN1	O17850
A8XI72	Q95Y17
A8WT23	O62213
A8X6J3	O44725
A8X5E5	O62103
A8X2W4	P91987
A8XUS7	O17406
A8XHN3	Q10934
A8XTB1	Q9XXI9
A8X5Q7	Q94241
A8XV14	Q19660
A8XWE7	Q9XWK9
A8WPR2	O45162
A8WK58	Q21152
A8WWH9	Q17600
A8X5W9	O76565
A8X9A4	Q21499
A8XXC5	O62126
A8X6R0	Q8T874
A8WT94	Q6A4V9
A8XRQ2	Q18755
A8XXG6	P91501
A8X6R3	Q9N4L2
A8XKI5	Q23039
A8XRN7	Q21972
A8XY74	Q19830
A8XJ29	Q95XX8
A8XD27	Q9U385
A8Y4T7	Q19760
P0C655	Q9XUU9
A8XXF1	O44897
A8WS76	P91306
A8XE91	P91306
A8X2E5	Q9TXK8
A8X2E5	P91549
A8XEV2	Q8WTM3
A8XEV2	Q965W4
A8WKU0	C7FZU5
A8WQI6	I2HAE0
A8X3H2	O17261
A8X0B8	O62450
A8WMA5	Q21856
A8WTW7	Q27GU3
A8XTJ6	H2L0P3
A8XJF4	Q20219
A8Y1I3	Q6AW03
A8X8U9	Q23643
A8XXL9	O45994
A8XA63	Q5CZ51
B6IEX2	O44195
A8XBC5	Q95XH2
A8XMM5	Q9TZ69
A8Y1L5	Q8WTJ9
A8Y4Q2	Q7YWW4
A8XZM4	Q9XWB4
A8XQ55	Q52GX9
A8XCV4	Q52GX9
A8X4F5	Q22374
A8XDH3	O18078
A8WYA5	Q20250
A8XMP2	O17553
A8XVG8	H2L2B2
A8XJD0	Q22909
A8XDV6	Q95Y51
A8XYL7	Q9NAF8
A8Y2N4	O16969
A8Y2N4	O16971
A8XR28	Q22416
A8XR24	Q22416
A8WIY6	O16295
A8WSM0	Q19182
A8WSG8	Q20116
A8XGQ7	P45961
A8XIL7	Q08I41
A8XZW5	O18092
A8X0D0	Q9GRZ9
A8X092	Q9XX45
A8XEG7	Q966L3
B6III3	P34663
A8XNT0	Q95YA4
A8XL26	Q9N3T3
A8WSM9	Q9NAB5
A8XQE7	O62496
A8XQE7	Q9XU11
A8XQF5	O62496
A8XQF5	Q9XU11
A8XUL2	Q95PY1
A8XUL2	Q23293
A8XUL3	Q95PY1
A8XUL3	Q23293
A8Y3H9	Q9U2K9
A8WKR2	Q9U2K9
A8WKD2	O45551
A8WUA2	Q09978
A8WQ36	Q4W528
A8WX77	Q65ZG6
A8WWE3	Q9N3C8
A8Y0M9	Q18246
A8XD36	Q9XUW8
A8X0Q5	Q18298
A8Y484	Q20008
A8XYY9	Q9NA78
A8XYG4	Q9U1U4
A8X1J9	Q17726
A8X1J9	Q19108
A8X7C3	H2KYV6
A8XJ24	A7WK42
A8XBD1	H2KZF8
A8X7G3	O61925
A8X4U2	Q20737
A8Y0A3	G5EDC6
A8WYF3	Q1ZXS5
A8XLZ8	P34264
A8WWD3	Q95XT1
A8XP14	P41941
A8Y160	O76586
A8X6Q9	Q9BL19
A8XBQ0	Q965X4
A8X9S7	Q9N3C2
A8XE79	Q95Y41
A8XFW0	Q9XVN7
A8Y3W0	Q21731
A8XWT6	Q20296
A8Y3R5	Q23155
A8XXP5	Q9U2G6
A8X760	P91006
A8X760	P91004
A8X760	O17169
A8X7L5	O45284
A8X7L5	O16439
A8XHX2	Q8I123
A8XHX3	Q8I123
A8X958	G5EEJ1
A8WSL0	P52881
A8X392	P34484
A8WUK5	Q20957
A8X858	P41847
A8XGN7	G5EF08
A8WSJ1	Q22625
A8XG51	O44771
A8WUP1	Q23236
A8XEE7	P91477
A8WR77	Q9N5B2
A8XP74	P34398
B6ILK9	A4F338
A8WPI2	Q9UAQ5
A8XX38	O44572
A8Y0Z3	O17013
A8X0Q6	Q18297
A8XPY4	Q09969
A8XLY1	Q19432
A8WWV1	Q9XWQ1
A8XKM0	Q23190
A8X4X1	Q9XUY3
A8XRM7	Q21892
A8XJ48	Q9NGT3
A8XFC1	Q9XVN1
A8XYJ2	Q7JK99
A8Y1Y3	Q6EZH2
A8XHH2	Q6EUT8
A8XZ25	Q9XVG1
A8XN63	Q7YX70
A8XN62	Q7YX70
A8XPD3	A0T4E6
A8XSD3	G5EDV3
A8X4I5	Q17680
A8X0J4	Q20062
A8WZW4	Q65XS9
A8X8Z7	Q22011
A8Y3P8	H2L2E7
A8XZ40	O17820
A8WVP7	F0IWT2
A8XS63	Q21210
A8XLU1	Q18471
B6IIA3	O17000
A8XXB1	Q09463
A8WJ19	O45869
A8WUT6	Q18170
A8WQN5	Q20603
A8WNK2	Q23117
A8XG48	O44769
A8X2U5	Q18875
A8WVM5	Q22888
A8WP64	O45247
A8WQG0	Q8WTM0
A8XLL2	P52014
A8XMJ8	P91061
A8XSP8	Q45EL0
A8XNP8	Q93356
A8XXJ7	Q8MYN4
A8XYC9	Q9XWJ5
A8X0W2	G5EE48
A8WWJ9	P90910
A8WJK3	Q9TXR7
A8Y2W9	Q09519
A8X629	Q21224
A8WMR3	Q9TZ63
A8XUW5	O61979
A8X6I8	Q9N357
A8XME7	Q9N3Y5
A8X220	O16869
A8X220	O16235
A8X220	Q95ZX7
A8X256	O16869
A8X256	O16235
A8X256	Q95ZX7
A8WQY2	O44480
A8X357	P10299
A8XLS2	O01916
A8XEG0	O61785
A8XRG0	H2KZD5
A8Y283	O16198
A8X503	Q93312
A8XVF1	Q20241
A8XQZ4	Q7YX65
A8XHB5	Q9NAH8
Q626F4	Q22019
A8WSB7	P45964
A8WZP6	O45081
A8X2Q7	O61902
A8X0X5	P22981
A8X9S1	Q9BL47
A8WNB8	Q21088
A8XAI9	O17585
A8WT39	Q20228
A8X408	P91415
A8X0T9	Q21501
A8XD11	Q17710
A8XGZ5	Q18926
A8XE74	Q22849
A8XIX3	Q21323
A8XBT9	Q9GYJ2
A8XSJ3	Q22637
A8Y3U2	Q21095
A8Y434	Q21793
A8XT76	Q95QI6
A8XZB8	Q95QS4
A8Y3U4	Q7YTN9
A8XMP5	Q9XWV3
A8X5F7	Q9XV36
A8X5F7	Q21318
A8X5F7	Q21319
A8WRE4	O44509
A8XHC3	G5EC44
A8X968	O16546
A8WW82	O01849
A8WU49	Q23425
A8X621	Q18851
A8XXR6	G5EDV7
A8XM29	O45871
A8XCB9	Q21191
A8X9I7	Q95X11
A8XDC5	O17525
A8XDC5	O17526
A8XXZ2	Q9U1Y5
A8XXZ2	A4F324
A8X1G0	O44482
A8WPB3	Q22707
A8WRC5	Q17800
A8XX97	G5EEW7
A8WX51	Q9N3P1
A8WWH0	Q9N4I6
A8WY81	Q9N3R6
A8Y2N0	O45738
A8X872	Q95Y90
A8XSB2	Q5WRN3
A8XIA2	Q9U354
B6IFK4	Q95XR3
A8XYQ7	Q9XVA5
A8XEB1	O01635
Q61D43	Q966M5
A8XBV9	O61747
A8XBV9	Q9U3S6
A8XCR9	G5EFR2
A8XXM8	B5WWM0
A8X0V5	Q20967
A8X8M3	Q18474
A8X1V6	Q965N0
A8Y0X5	O76654
A8XCQ0	Q8IG38
A8XJS4	Q95ZP6
E3CTV0	Q22515
A8XKC8	Q95Y29
A8XD60	O16328
A8XD60	O45982
A8XD59	O16328
A8XD59	O45982
A8XES6	Q23077
A8XES6	Q86B41
A8WUC0	G5EGS8
A8X5Y4	G5EEF1
A8XEY8	O02220
A8WLD1	Q7YX71
A8WZ53	Q4W5S2
A8XM04	Q10952
A8XIX4	Q21322
A8XIW2	Q3V5K0
A8XT61	P34540
Q9U4H8	G5EFB5
A8XRM6	Q7YWV3
Q61LA8	Q10943
A8XZ74	Q8I4E8
A8XLC1	Q9XWR6
A8XBV8	O01553
A8XBV8	O62502
A8XBV8	O01554
A8WQN6	G5EF50
A8WQY5	O44477
A8XFX2	A5JYU6
A8XHE3	D0Z5N1
A8Y435	G5EC75
A8XRF4	G5EFK4
A8XF19	P91154
A8Y455	G5EBT2
A8WQY0	Q9N576
A8Y0Q1	O01255
A8XU46	O45310
A8WUN5	Q9GYK4
A8WN04	Q9XVR5
A8XKK7	Q18861
A8XJV4	Q20563
A8X6R2	Q9BL20
G2J751	O17730
Q60TI7	Q20893
Q60V43	Q95Q17
A8Y060	O44691
A8XT94	O44691
A8WP51	P29506
A8XAK0	H2KMK7
A8XC50	H2KZ07
A8X1L2	Q18577
A8XA89	P34357
A8XZW2	G5ED74
A8Y337	Q94222
A8WMN4	Q9XVH9
A8X9H2	Q8IA79
A8XDQ5	Q8WTJ4
A8XUP7	Q19614
A8WP12	O18214
A8WP13	O18214
A8WMD6	Q20344
A8WMD6	Q19605
A8XDC2	O01536
A8XDC2	O01535
A8WZF4	G5EFU9
A8X9A0	A3KFE1
A8WVZ9	O44782
A8XB73	O01893
A8X6G2	H2KY66
A8X1U9	O17137
A8X387	P30652
A8WL15	Q3V5K7
A8X9T2	Q9BL03
A8XNI9	Q23393
A8XLH9	Q9N391
A8Y123	Q7YX39
A8XCF2	O62329
A8XCF2	Q22429
A8Y3R7	Q23156
A8Y3R7	Q966A1
A8XX73	P42173
A8WYB4	O17725
A8WWD0	O44990
A8WSU1	Q09951
A8WNF6	Q19714
A8X0Q8	Q20186
A8XRH2	I2HAB0
A8XC61	Q20145
A8WWE2	Q9N3C9
A8XBS6	Q23098
A8XA41	Q7YWL9
A8X5C6	Q9U2F2
A8XQN1	Q7YX44
A8Y479	Q7YX06
A8WQC8	O62384
A8WQC8	Q9XXP3
A8WQC8	Q9XXQ3
A8WQC8	J7SA46
A8WQC8	Q9GS03
A8WQC8	Q9U2Z3
A8WQC8	O01450
A8WU46	Q23427
A8XMD2	Q23427
A8WZ24	Q11117
A8XXF3	G5ECT8
A8WT22	Q7YTP4
A8X8W3	Q17819
A8XYJ0	O18202
A8WWE1	Q9N3D0
A8X985	O76385
A8X0M5	Q95US5
Q4U5R6	G5ECR1
B6IL79	O16314
A8X180	Q9XW37
A8XXC6	Q18969
A8Y0N9	Q17875
A8XSW8	Q21602
A8XEW2	Q9GUD1
Q61D31	O44739
A8Y3T2	Q18833
A8XRS1	O16796
A8Y1N5	Q3V5I7
B6IIG8	Q6BES0
A8XH85	O17717
A8XH85	O44654
A8XVQ3	H2L0L2
A8XVQ4	H2L0L2
A8WW22	Q94011
A8WW22	O01434
A8XIL3	Q9XWA3
A8XIL3	Q9XWA1
A8WNM5	I2HA91
A8X2J6	O44609
A8XI37	G5EBI0
A8XTF5	A9Z1K3
A8XDF5	H2L003
A8XVC8	B2D6L8
A8XVC1	D9N147
A8WVQ9	Q2WF61
A8WVJ6	Q4W5T6
A8WMU9	Q9U2S4
A8XDN0	Q23186
A8XY64	P90961
A8XMB1	Q21392
A8XKB9	Q4PIV7
A8XQJ4	Q21813
A8XEF6	O01768
A8XP10	D0VWL6
A8WYC8	Q22523
Q623D4	Q09604
A8Y4N1	Q22568
Q627K4	Q19705
A8WRB3	O61219
A8WK60	Q21154
A8XKM3	H2KZR5
A8WMR1	Q968Z0
A8Y3J7	G5EFQ1
A8Y022	O17369
A8X3B8	Q95QG1
Q61IS6	Q03563
A8XIU7	Q21600
A8XR66	Q8MQ13
A8Y3E5	Q9XW88
A8WYV8	O18121
A8WYV8	O18122
A8WYV8	Q7KX52
A8WYV8	G5EEU9
A8X7J6	P91369
A8X7J6	Q2L6V4
A8X7J6	Q4R118
A8WLK0	Q9NAK3
A8XAM0	Q9NAK3
A8WTC0	O44170
A8X8U5	G5EC76
A8XHI0	G5ED70
A8WND6	Q20614
A8WUJ0	H2KZ19
A8WNL4	Q20758
A8XDJ3	O17599
A8WMF8	Q689A0
A8XD22	P92010
A8X9B9	Q22966
A8Y3U6	Q19765
Q8HEC5	P24888
A8XLG1	Q9N3V8
A8Y466	Q22015
A8XYL4	Q8I0Z3
A8X639	G5EFL4
A8WYB0	Q20249
A8WYB0	Q21142
A8WWZ0	Q21536
A8WWZ0	Q95XQ7
A8XFL0	O01572
A8X432	Q18709
A8XYC1	G5EC71
A8XK11	Q20496
A8XCK5	Q7JP79
A8XI77	Q95Y10
A8XM01	Q9TXZ9
A8XYC0	Q93694
A8XC40	H2KZU7
A8XUG0	Q9UAV9
Q622B7	Q93573
A8WNZ6	Q09364
A8WNZ6	Q09365
A8X6C6	G5EDZ8
A8WTU2	Q10017
A8XI58	G5EGF4
A8X2W0	P91988
A8XNG4	O45346
A8XN75	Q10033
A8X9W0	Q86D99
A8X399	P30628
A8Y3V5	Q19766
A8Y0G8	Q7YTQ5
A8Y207	P91530
A8Y207	Q95YC0
A8XP31	Q86D14
A8XP30	Q86D14
A8WPJ2	O16189
A8XJN5	G5EEN8
A8XFU8	O01734
A8WSU8	Q22004
A8XFN1	O44955
A8XDH7	O76658
A8XLK7	H2KYY2
A8XFK7	P54217
A8Y164	G5EEG9
A8XMZ3	O62071
A8X0G8	Q9XWP1
A8XZ87	Q17876
Q60P81	O45946
A8XDJ2	Q9XVR6
A8XP32	Q9N5L4
A8XP32	Q867X0
A8WS15	F5GU62
A8X7C5	H2KYV5
H8WH47	O17583
A8X3C4	P34495
A8XFK9	O01573
A8WRZ2	Q21138
A8WMQ7	Q7KWZ4
A8XFV5	P91356
A8XD79	Q18918
A8XZN1	P48376
A8XRE7	Q9N3X7
A8XMY3	Q9XWF0
A8Y4L9	Q7JLH5
Q61UC4	Q07292
A8WXX1	Q21840
A8WXX1	Q9U395
A8X610	Q21693
A8X5Z5	Q21693
A8WIZ9	P34285
A8XDJ0	E0AHC6
A8WM83	Q18793
A8WS71	Q20234
A8X9Z2	P34291
A8WMN0	Q93616
A8XPM3	Q11086
A8XSQ9	Q18511
B6IHI7	H2KYV8
A8XNS1	Q564Y0
A8XI75	Q95Y12
A8XZP2	Q9GYG4
A8XB21	Q965U1
A8XB21	O16236
A8WJZ9	Q965U1
A8WJZ9	O16236
A8XUY5	Q965U1
A8XUY5	O16236
A8WKX5	P52478
A8XED3	G5EFI9
A8WVU5	Q95Y96
A8WZV7	Q8MXQ9
A8XN65	Q09559
A8X2A6	Q9TXS6
A8XAF1	P17139
A8XGN8	Q9U2Z1
A8XSX3	Q20394
Q61UX1	Q86S66
A8WY44	Q20520
A8XWS6	Q20520
A8X0N1	G5EFW0
A8WMN8	P90969
A8X230	O61954
A8WJC4	Q9NEU5
A8XG01	Q18957
A8X8J7	Q22648
A8WQU2	Q9U1X1
A8XLR7	Q2WF59
A8X683	Q9N439
A8XNV1	Q21546
A8X0E3	Q9XWX7
A8XL72	Q94051
G2J691	P91252
A8XWE8	Q9XUU5
A8X216	O45704
A8X216	Q9XU71
A8XB36	O45704
A8XB36	Q9XU71
A8WLP0	Q9TXW3
A8WLP0	Q965G3
A8WYX1	Q9TXW3
A8WYX1	Q965G3
A8WQN7	Q18543
A8WQN7	Q93444
A8XG09	O02163
A8WWR1	O44191
A8XCC7	O45378
A8XDL8	Q18336
A8XHU9	Q09623
A8XT27	P34416
A8XLZ6	Q2V4X6
A8XDY0	Q965Q3
A8XSH7	Q9XX26
A8WP70	O45681
A8X0G9	H8ESF1
A8X3U3	O17208
A8Y1J0	Q9TXI7
A8WKV6	Q19248
A8XBA7	O44679
A8WR03	Q95017
A8Y4I9	G5ECP5
A8XRY6	O61932
A8X5Y5	Q4R176
A8XY92	Q09596
A8XPE1	Q23486
A8Y4B0	Q20796
A8XML7	Q9N3K6
A8WM90	P54889
A8XIA3	Q9XUM8
Q60Z38	Q18510
A8WKK7	Q9XUH8
A8WKK7	Q9XUH7
A8WKK8	Q9XUH8
A8WKK8	Q9XUH7
A8WVP3	B3KLZ8
A8WLG4	P61228
A8WZJ5	O17821
A8X3S4	O17286
A8WTU0	Q10019
A8XG13	O01859
A8WX91	Q18881
A8WX82	Q95QQ1
A8WQZ6	Q9GYH9
A8XR38	P54127
A8WZ72	Q9TYT3
A8X5L7	Q9NA25
A8XJH2	Q23610
A8X5M6	Q9U1Q1
A8Y4B8	P90785
A8XLU7	Q95Y74
B0K0B0	Q5DX36
Q61XH2	Q9TXI0
A8XAH2	P34531
A8WZU1	K8ERN2
A8XR82	G5EC08
A8WVC3	Q9NEW8
A8XJT8	Q23508
P41957	P41958
A8XVL2	Q9XU81
A8Y1D9	Q9N457
A8WYX9	P91209
A8WYX9	P91211
A8WYX9	Q9GS04
A8WYX9	P92015
A8WYX9	O17956
A8WYX9	O45838
A8WYX9	P91210
A8Y2N2	O18010
A8Y2N2	Q9XTR3
A8Y2N2	O17830
A8WSD5	Q09380
A8XD52	Q23360
A8WT40	Q20230
A8X0Z2	Q17432
A8XA38	P34212
A8XD10	O62028
A8X9U2	Q09510
A8XBR5	P91327
A8WS41	Q95XJ8
A8X190	Q23545
A8Y4I1	G5EDN6
A8X4Y7	Q7YWR7
A8XHM7	Q23194
A8XKR5	Q17849
A8WZ63	Q9BL60
H8WHB8	O16619
Q61IU9	P34605
B6IKP2	Q18405
A8XMM6	Q9TZ70
A8Y244	Q7YWQ7
A8XWC8	Q9U329
A8XJU7	Q9N2S5
A8XJU7	Q9UAX2
A8XJU5	Q9N2S5
A8XJU5	Q9UAX2
A8WSI9	G5EEG0
A8WYD0	E5QCH1
A8WM58	P17486
A8WRJ5	Q09610
A8XBU4	H2KZ44
A8X2Q8	O61901
A8WXI4	Q20859
A8XXH6	G5ED00
A8WIY1	Q9N3V3
A8XBX7	Q19083
A8XKZ6	P91455
A8XMR1	P55954
A8XQT9	G5ECR0
A8WRT9	Q9TZL8
A8XFX1	Q93718
A8XEX0	Q9TXK1
E3CTW9	Q18663
A8WLA3	Q6A4J7
A8WLA3	O17551
A8WQI4	E1B6Q7
A8WPT8	O01559
A8X6F7	O02241
A8WWI8	P90915
A8WRQ2	Q23262
A8XI33	O45103
H8WGY3	Q9TYK4
A8WJL7	Q9N4L8
A8WW88	Q9N4G8
A8XZL6	O62251
A8Y483	Q20013
A8X6C3	O17753
A8WQP5	Q18538
A8XPX0	A1Z6A3
A8WJ38	Q8MYM6
A8WQ47	Q2L6V8
A8XA84	P34477
A8XCQ4	Q95PX7
A8WWC2	Q9N3F3
A8Y0Z4	O61200
A8XY75	Q09458
A8XWN6	Q22591
A8XDZ7	Q9XW80
A8XRJ9	Q95QS6
A8XMP7	Q9XWW5
A8X207	Q9XUD6
A8X207	G5EC22
A8X207	Q9XUD5
A8X207	Q9XUE1
A8X207	O45667
A8X207	Q9XUD8
A8X207	B1GRK2
A8X207	Q9XUH2
A8X206	Q9XUD6
A8X206	G5EC22
A8X206	Q9XUD5
A8X206	Q9XUE1
A8X206	O45667
A8X206	Q9XUD8
A8X206	B1GRK2
A8X206	Q9XUH2
A8WUB0	Q95QW1
A8WUB0	Q21876
A8XTI2	Q95Q93
A8XTI4	Q95Q93
A8X9E6	H2KYE2
A8WSQ1	Q19395
A8XEX7	O17593
A8WUQ8	Q21743
A8XQ08	H2KYD7
A8XX31	H2L0L4
A8XHT1	Q09347
A8WQX7	Q9TYX6
A8XLM8	Q9BKQ7
A8XPW5	Q9N423
H8WH86	Q93291
A8WXE7	H8ESG1
A8XTS6	O17872
A8XTS6	O45710
